Gene Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YDR083W,395.842,0.997,0.268,3.725,0.000194939,0.000964059
YJR131W,371.878,0.998,0.221,4.527,5.98E-06,4.37E-05
YOL009C,142.873,0.999,0.288,3.472,0.000516556,0.00224816
YGR200C,946.733,0.999,0.213,4.693,2.69E-06,2.14E-05
YGL014W,510.989,1.001,0.244,4.099,4.15E-05,0.000248474
YDL213C,265.533,1.001,0.280,3.582,0.000340905,0.001583128
YMR307W,5267.266,1.001,0.169,5.912,3.37E-09,5.11E-08
YDR049W,336.543,1.002,0.230,4.363,1.29E-05,8.68E-05
YGL236C,120.483,1.005,0.312,3.224,0.001263729,0.004825953
YHL007C,501.461,1.007,0.220,4.566,4.98E-06,3.70E-05
YDR060W,995.955,1.007,0.202,4.995,5.87E-07,5.39E-06
YBR045C,113.333,1.010,0.325,3.103,0.001913864,0.006915345
YFL031W,2372.559,1.010,0.273,3.702,0.000213881,0.001049714
YGL139W,248.988,1.012,0.262,3.862,0.000112541,0.000592448
YPR182W,46.709,1.013,0.464,2.185,0.02887144,0.068788926
YDR299W,522.960,1.014,0.220,4.619,3.86E-06,2.93E-05
YMR234W,284.623,1.016,0.238,4.262,2.03E-05,0.00012973
YDR334W,174.637,1.016,0.312,3.255,0.001133828,0.004382202
YDR325W,300.615,1.016,0.260,3.903,9.49E-05,0.000508399
YLR134W,412.799,1.017,0.229,4.438,9.08E-06,6.30E-05
YIL078W,3748.790,1.019,0.172,5.908,3.47E-09,5.24E-08
YNL238W,561.072,1.019,0.208,4.900,9.61E-07,8.52E-06
YOL006C,443.335,1.019,0.255,3.997,6.42E-05,0.000361922
YJL050W,703.415,1.020,0.206,4.955,7.24E-07,6.57E-06
YDR127W,810.729,1.020,0.199,5.137,2.80E-07,2.72E-06
YDL081C,6228.324,1.021,0.231,4.411,1.03E-05,7.11E-05
YMR008C,794.221,1.022,0.220,4.645,3.41E-06,2.60E-05
YNL151C,208.173,1.023,0.260,3.941,8.10E-05,0.000443656
YMR096W,93.583,1.023,0.361,2.836,0.004574814,0.014539942
YKL027W,671.916,1.026,0.212,4.838,1.31E-06,1.13E-05
YJL076W,559.930,1.027,0.213,4.820,1.43E-06,1.22E-05
YBR073W,170.113,1.027,0.273,3.758,0.000171591,0.000858427
YIR026C,399.938,1.027,0.217,4.734,2.20E-06,1.78E-05
YGR162W,1873.158,1.028,0.187,5.504,3.70E-08,4.61E-07
YBR262C,66.785,1.029,0.423,2.435,0.014884628,0.039619484
YKR079C,474.354,1.030,0.220,4.686,2.79E-06,2.21E-05
YMR014W,386.510,1.032,0.277,3.726,0.000194492,0.000963452
YLR009W,493.179,1.033,0.228,4.537,5.71E-06,4.19E-05
YBL018C,79.485,1.034,0.394,2.623,0.008721312,0.025368364
YDR496C,1134.361,1.034,0.189,5.464,4.65E-08,5.62E-07
YGL035C,186.192,1.035,0.285,3.631,0.000282053,0.001340158
YML043C,181.400,1.035,0.288,3.597,0.00032217,0.001509012
YNL267W,516.958,1.036,0.216,4.785,1.71E-06,1.42E-05
YDL051W,897.131,1.037,0.198,5.223,1.76E-07,1.78E-06
YGL167C,949.119,1.037,0.188,5.510,3.59E-08,4.49E-07
YBL081W,338.019,1.038,0.226,4.598,4.27E-06,3.22E-05
YOR206W,1176.635,1.039,0.198,5.239,1.62E-07,1.65E-06
YNL248C,1105.348,1.039,0.205,5.062,4.14E-07,3.89E-06
YGL111W,583.818,1.039,0.216,4.811,1.50E-06,1.27E-05
YGR102C,125.217,1.040,0.304,3.424,0.000618152,0.00263833
YGL171W,473.525,1.040,0.216,4.807,1.53E-06,1.28E-05
YKL054C,1061.133,1.041,0.192,5.428,5.69E-08,6.68E-07
YKL082C,449.267,1.043,0.318,3.278,0.001045981,0.004083308
YIL047C,856.474,1.045,0.197,5.316,1.06E-07,1.14E-06
YBR298C,159.881,1.046,0.286,3.655,0.000257549,0.001236146
YDR538W,207.154,1.047,0.266,3.940,8.14E-05,0.000445377
YNL052W,258.714,1.048,0.257,4.070,4.70E-05,0.000276863
YDL171C,585.955,1.049,0.292,3.595,0.000324789,0.00151866
YGR118W,4091.625,1.049,0.205,5.113,3.17E-07,3.07E-06
YGL184C,83.468,1.049,0.380,2.761,0.005768507,0.017702674
YKL205W,1130.946,1.050,0.192,5.467,4.57E-08,5.56E-07
YHL013C,229.047,1.051,0.300,3.505,0.000456646,0.002022182
YIL108W,381.500,1.052,0.221,4.752,2.02E-06,1.66E-05
YGR078C,379.643,1.052,0.235,4.475,7.64E-06,5.43E-05
YBR017C,1046.661,1.053,0.192,5.478,4.30E-08,5.28E-07
YGR076C,114.015,1.053,0.342,3.081,0.002060444,0.00738122
YDR507C,400.507,1.053,0.297,3.548,0.000388806,0.001769312
YDR382W,5467.860,1.053,0.248,4.245,2.19E-05,0.000139042
YPL231W,2996.329,1.054,0.254,4.150,3.33E-05,0.000203053
YOR251C,507.234,1.054,0.207,5.091,3.55E-07,3.40E-06
YGL076C,13621.848,1.055,0.168,6.276,3.48E-10,6.21E-09
YKL143W,389.397,1.055,0.241,4.376,1.21E-05,8.18E-05
YEL026W,1379.262,1.056,0.183,5.755,8.68E-09,1.22E-07
YPL183C,1215.643,1.056,0.199,5.302,1.15E-07,1.22E-06
YJR003C,597.057,1.057,0.215,4.927,8.36E-07,7.44E-06
YOR004W,401.457,1.057,0.226,4.680,2.87E-06,2.26E-05
YBL014C,351.615,1.059,0.237,4.467,7.94E-06,5.63E-05
YJL186W,841.430,1.060,0.198,5.357,8.46E-08,9.33E-07
YKR092C,1144.391,1.061,0.200,5.303,1.14E-07,1.22E-06
YDR047W,786.913,1.062,0.193,5.509,3.60E-08,4.50E-07
YJL069C,863.560,1.062,0.194,5.460,4.77E-08,5.73E-07
YGR157W,1074.979,1.062,0.205,5.174,2.30E-07,2.28E-06
YHR165C,584.839,1.062,0.207,5.139,2.77E-07,2.70E-06
YMR134W,254.399,1.063,0.249,4.271,1.95E-05,0.000126433
YIL133C,4602.637,1.067,0.210,5.067,4.04E-07,3.82E-06
YLR044C,77450.117,1.067,0.165,6.479,9.22E-11,1.82E-09
YNL292W,383.074,1.069,0.220,4.861,1.17E-06,1.02E-05
YLR014C,241.754,1.069,0.246,4.336,1.45E-05,9.64E-05
YLR003C,583.827,1.071,0.214,5.009,5.47E-07,5.03E-06
YLR186W,705.448,1.072,0.213,5.023,5.10E-07,4.70E-06
YML091C,316.225,1.073,0.243,4.414,1.02E-05,7.01E-05
YGR123C,418.877,1.074,0.220,4.875,1.09E-06,9.55E-06
YER075C,248.426,1.076,0.259,4.158,3.21E-05,0.000195967
YNL256W,657.887,1.078,0.204,5.295,1.19E-07,1.26E-06
YBR239C,168.438,1.079,0.277,3.898,9.68E-05,0.000516667
YEL019C,73.381,1.080,0.379,2.847,0.004408114,0.01408421
YGR054W,1246.192,1.080,0.198,5.469,4.53E-08,5.53E-07
YIL110W,449.321,1.085,0.211,5.130,2.90E-07,2.81E-06
YCR093W,455.051,1.085,0.214,5.061,4.16E-07,3.91E-06
YBR154C,649.054,1.089,0.208,5.227,1.72E-07,1.74E-06
YDR188W,1050.485,1.089,0.188,5.807,6.37E-09,9.18E-08
YDR324C,837.875,1.091,0.212,5.137,2.80E-07,2.72E-06
YML103C,894.338,1.092,0.191,5.724,1.04E-08,1.44E-07
YNR053C,1257.805,1.093,0.200,5.465,4.64E-08,5.62E-07
YJR041C,581.313,1.096,0.206,5.315,1.07E-07,1.15E-06
YLR259C,1607.883,1.099,0.178,6.161,7.24E-10,1.23E-08
YNL270C,97.879,1.102,0.346,3.187,0.001436081,0.0053858
YJL098W,398.089,1.103,0.248,4.447,8.70E-06,6.07E-05
YMR266W,598.645,1.103,0.217,5.088,3.62E-07,3.45E-06
YPL016W,168.793,1.105,0.278,3.979,6.93E-05,0.000388063
YHR197W,749.389,1.107,0.212,5.219,1.80E-07,1.81E-06
YJL080C,1445.516,1.108,0.184,6.030,1.64E-09,2.58E-08
YMR129W,670.593,1.110,0.211,5.254,1.49E-07,1.53E-06
YOL061W,1209.378,1.111,0.192,5.799,6.66E-09,9.55E-08
YPL036W,152.096,1.111,0.283,3.927,8.61E-05,0.000466398
YPL211W,402.219,1.112,0.238,4.669,3.03E-06,2.37E-05
YOL021C,836.373,1.114,0.207,5.387,7.17E-08,8.08E-07
YHR032W,690.430,1.114,0.208,5.357,8.46E-08,9.33E-07
YHR082C,303.838,1.116,0.238,4.693,2.70E-06,2.14E-05
YBL101C,255.956,1.118,0.246,4.551,5.34E-06,3.96E-05
YLL034C,388.348,1.119,0.226,4.949,7.46E-07,6.75E-06
YGL117W,135.776,1.119,0.307,3.648,0.000264325,0.001265604
YOR334W,151.624,1.121,0.308,3.641,0.000272093,0.001295657
YMR208W,679.752,1.124,0.213,5.268,1.38E-07,1.44E-06
YOL084W,35.092,1.125,0.527,2.135,0.032724966,0.076508325
YIL009W,617.577,1.125,0.207,5.441,5.29E-08,6.27E-07
YCL005W-A,52.704,1.125,0.482,2.336,0.019514663,0.049681994
YLR175W,2868.643,1.128,0.227,4.977,6.45E-07,5.89E-06
YGR240C,2523.520,1.129,0.175,6.453,1.10E-10,2.12E-09
YDL231C,524.259,1.129,0.222,5.097,3.44E-07,3.32E-06
YOL125W,446.730,1.130,0.212,5.319,1.04E-07,1.13E-06
YGR128C,1098.321,1.132,0.207,5.479,4.28E-08,5.27E-07
YHR192W,314.630,1.133,0.272,4.168,3.07E-05,0.000189206
YBR033W,149.950,1.134,0.284,3.989,6.62E-05,0.000372359
YEL003W,123.940,1.136,0.305,3.731,0.000190734,0.00094809
YPL072W,144.376,1.140,0.287,3.964,7.36E-05,0.000409836
YBL024W,1120.757,1.142,0.186,6.150,7.75E-10,1.31E-08
YOR056C,659.902,1.142,0.210,5.434,5.50E-08,6.48E-07
YNL220W,1187.791,1.143,0.199,5.742,9.34E-09,1.30E-07
YAL067C,60.881,1.146,0.400,2.868,0.0041292,0.013381759
YHR039C,1195.213,1.149,0.196,5.866,4.46E-09,6.59E-08
YER183C,239.206,1.150,0.302,3.809,0.000139716,0.000714747
YIL020C-A,179.199,1.150,0.321,3.586,0.000336021,0.001562762
YGR158C,330.138,1.151,0.239,4.827,1.39E-06,1.18E-05
YER002W,268.658,1.152,0.276,4.182,2.90E-05,0.000180346
YJR064W,1841.234,1.154,0.192,6.002,1.95E-09,3.03E-08
YPR112C,490.654,1.155,0.242,4.780,1.75E-06,1.45E-05
YDR143C,412.951,1.157,0.221,5.244,1.57E-07,1.61E-06
YBR242W,271.512,1.157,0.245,4.712,2.46E-06,1.98E-05
YJL096W,125.725,1.157,0.313,3.698,0.000216915,0.001063648
YLL011W,412.212,1.159,0.224,5.163,2.43E-07,2.39E-06
YNL191W,222.028,1.159,0.282,4.111,3.95E-05,0.000237214
YOR340C,723.430,1.159,0.207,5.598,2.17E-08,2.81E-07
YAL011W,190.853,1.160,0.324,3.581,0.00034207,0.001585829
YNR024W,116.501,1.160,0.340,3.418,0.000630349,0.00268009
YFR032C,31.620,1.163,0.548,2.122,0.033833034,0.078692918
YBR148W,55.706,1.163,0.418,2.782,0.005410624,0.016774787
YOR210W,53.260,1.166,0.438,2.661,0.007798834,0.02309916
YLR094C,194.744,1.166,0.262,4.456,8.37E-06,5.89E-05
YDR021W,307.198,1.166,0.257,4.543,5.54E-06,4.08E-05
YGR183C,100.226,1.167,0.359,3.248,0.001163865,0.004482364
YHR072W,973.812,1.169,0.191,6.113,9.76E-10,1.61E-08
YLR397C,611.533,1.173,0.205,5.717,1.08E-08,1.49E-07
YNL123W,810.348,1.174,0.194,6.043,1.51E-09,2.39E-08
YIL096C,169.172,1.174,0.287,4.093,4.26E-05,0.000253756
YMR308C,1832.659,1.176,0.193,6.086,1.16E-09,1.87E-08
YKL201C,360.617,1.177,0.224,5.260,1.44E-07,1.50E-06
YKL184W,462.421,1.177,0.219,5.374,7.69E-08,8.61E-07
YBL098W,300.956,1.178,0.233,5.047,4.49E-07,4.19E-06
YLR384C,727.963,1.179,0.218,5.414,6.16E-08,7.08E-07
YOR078W,244.495,1.182,0.271,4.362,1.29E-05,8.71E-05
YHR205W,637.675,1.182,0.204,5.803,6.50E-09,9.35E-08
YDR361C,431.004,1.182,0.225,5.257,1.47E-07,1.52E-06
YNL022C,515.923,1.182,0.216,5.468,4.56E-08,5.56E-07
YBR261C,268.895,1.183,0.282,4.203,2.64E-05,0.000165835
YNR016C,1847.065,1.185,0.248,4.773,1.82E-06,1.50E-05
YMR079W,763.904,1.188,0.194,6.124,9.10E-10,1.51E-08
YOR147W,264.609,1.188,0.247,4.808,1.52E-06,1.28E-05
YGL016W,574.089,1.189,0.206,5.772,7.84E-09,1.11E-07
YIR012W,735.121,1.191,0.215,5.535,3.12E-08,3.93E-07
YLR105C,237.719,1.193,0.257,4.635,3.57E-06,2.72E-05
YDR395W,1546.323,1.194,0.181,6.610,3.85E-11,8.03E-10
YNL244C,1005.885,1.197,0.203,5.894,3.78E-09,5.66E-08
YJR069C,280.088,1.199,0.255,4.696,2.66E-06,2.12E-05
YLR382C,214.899,1.200,0.255,4.700,2.60E-06,2.09E-05
YPR186C,160.888,1.201,0.278,4.320,1.56E-05,0.000103142
YOR195W,89.438,1.203,0.355,3.393,0.000690489,0.002888952
YMR306W,175.338,1.203,0.271,4.432,9.32E-06,6.45E-05
YPL273W,1787.594,1.205,0.178,6.784,1.17E-11,2.66E-10
YJR002W,688.215,1.207,0.223,5.415,6.14E-08,7.07E-07
YGL195W,1191.123,1.209,0.221,5.463,4.68E-08,5.64E-07
YOR065W,456.489,1.212,0.213,5.680,1.34E-08,1.81E-07
YPL158C,843.070,1.213,0.216,5.621,1.90E-08,2.49E-07
YPL117C,983.950,1.215,0.189,6.431,1.26E-10,2.43E-09
YMR049C,956.306,1.218,0.205,5.931,3.01E-09,4.61E-08
YOR382W,119.776,1.218,0.345,3.526,0.000421607,0.001893226
YKL101W,450.002,1.220,0.214,5.708,1.14E-08,1.56E-07
YKR093W,785.265,1.222,0.225,5.425,5.79E-08,6.76E-07
YOL090W,442.099,1.222,0.217,5.629,1.81E-08,2.39E-07
YDL086W,686.376,1.226,0.228,5.386,7.22E-08,8.11E-07
YER049W,927.122,1.227,0.193,6.359,2.04E-10,3.74E-09
YBL042C,495.422,1.227,0.214,5.744,9.27E-09,1.29E-07
YIL114C,410.686,1.228,0.232,5.297,1.18E-07,1.26E-06
YIL149C,168.119,1.228,0.400,3.068,0.002157775,0.00766426
YJL025W,157.066,1.229,0.314,3.913,9.10E-05,0.000489962
YOR066W,276.580,1.232,0.287,4.296,1.74E-05,0.000113712
YGR126W,51.442,1.236,0.447,2.765,0.005696028,0.017519795
YNL002C,1042.760,1.237,0.234,5.287,1.25E-07,1.31E-06
YLR222C,763.638,1.239,0.196,6.310,2.80E-10,5.07E-09
YHR143W-A,133.980,1.239,0.318,3.897,9.75E-05,0.000519092
YOR159C,67.538,1.243,0.424,2.930,0.003392899,0.011298581
YOR207C,793.825,1.247,0.197,6.333,2.40E-10,4.38E-09
YOL144W,324.278,1.247,0.259,4.811,1.50E-06,1.27E-05
YGR171C,253.583,1.248,0.257,4.846,1.26E-06,1.09E-05
YAL019W,302.582,1.248,0.233,5.345,9.06E-08,9.98E-07
YNL313C,685.786,1.249,0.202,6.188,6.10E-10,1.05E-08
YCR087C-A,180.761,1.251,0.293,4.268,1.97E-05,0.000127286
YLR452C,191.497,1.251,0.269,4.655,3.23E-06,2.49E-05
YHR149C,407.388,1.252,0.239,5.235,1.65E-07,1.68E-06
YDR356W,112.542,1.254,0.392,3.202,0.001365092,0.005140837
YOR265W,79.000,1.255,0.384,3.267,0.001088271,0.004230179
YDL239C,133.897,1.262,0.305,4.133,3.58E-05,0.000217432
YDL218W,38.857,1.263,0.487,2.596,0.009436201,0.027064377
YIL091C,719.247,1.264,0.203,6.237,4.47E-10,7.81E-09
YKL050C,71.211,1.264,0.381,3.316,0.000913241,0.003651622
YHR035W,213.780,1.270,0.257,4.948,7.48E-07,6.76E-06
YNR015W,412.770,1.273,0.218,5.848,4.99E-09,7.27E-08
YJL034W,3697.795,1.274,0.183,6.978,2.99E-12,7.43E-11
YCL059C,560.838,1.276,0.237,5.391,7.00E-08,7.91E-07
YKR060W,273.980,1.277,0.247,5.159,2.48E-07,2.44E-06
YLR276C,852.341,1.277,0.213,6.006,1.90E-09,2.96E-08
YNL182C,887.892,1.278,0.211,6.059,1.37E-09,2.17E-08
YBR034C,867.906,1.281,0.195,6.570,5.03E-11,1.03E-09
YLR223C,268.837,1.282,0.345,3.715,0.000203244,0.001002543
YGL178W,234.857,1.283,0.252,5.089,3.60E-07,3.44E-06
YAL021C,374.402,1.285,0.226,5.689,1.28E-08,1.73E-07
YGL029W,82.911,1.287,0.445,2.893,0.00382097,0.012487042
YDR087C,468.114,1.287,0.236,5.456,4.86E-08,5.81E-07
YDR464W,270.072,1.290,0.356,3.624,0.000289717,0.001372371
YCR072C,766.975,1.290,0.201,6.402,1.53E-10,2.87E-09
YJL039C,666.063,1.290,0.200,6.455,1.08E-10,2.10E-09
YOR172W,199.755,1.295,0.279,4.645,3.40E-06,2.60E-05
YLR129W,990.900,1.296,0.190,6.837,8.09E-12,1.92E-10
YNL110C,390.457,1.296,0.238,5.454,4.92E-08,5.85E-07
YOL058W,576.661,1.298,0.214,6.080,1.20E-09,1.93E-08
YBR088C,587.392,1.301,0.241,5.392,6.96E-08,7.90E-07
YER127W,426.430,1.302,0.258,5.046,4.51E-07,4.20E-06
YJR077C,952.823,1.302,0.189,6.884,5.82E-12,1.41E-10
YGL163C,327.714,1.302,0.238,5.466,4.61E-08,5.59E-07
YGR176W,54.299,1.303,0.436,2.989,0.002798547,0.00961604
YOL077C,996.106,1.304,0.205,6.359,2.03E-10,3.74E-09
YGR049W,205.180,1.308,0.268,4.883,1.04E-06,9.19E-06
YLR355C,3764.853,1.315,0.171,7.702,1.34E-14,4.43E-13
YLR047C,286.296,1.316,0.248,5.296,1.18E-07,1.26E-06
YGR060W,2807.775,1.318,0.175,7.521,5.45E-14,1.65E-12
YKL014C,556.178,1.318,0.222,5.937,2.91E-09,4.46E-08
YER030W,202.292,1.319,0.333,3.957,7.58E-05,0.000419591
YLR002C,887.328,1.320,0.202,6.540,6.16E-11,1.25E-09
YLR449W,1099.101,1.322,0.248,5.335,9.54E-08,1.04E-06
YDR097C,204.806,1.325,0.262,5.064,4.11E-07,3.87E-06
YBR142W,726.701,1.330,0.199,6.671,2.53E-11,5.49E-10
YGL055W,1861.878,1.332,0.210,6.349,2.17E-10,3.98E-09
YPL043W,485.078,1.333,0.275,4.854,1.21E-06,1.05E-05
YDR331W,354.182,1.335,0.234,5.717,1.09E-08,1.49E-07
YOR107W,114.434,1.335,0.323,4.139,3.49E-05,0.000212771
YDL153C,527.590,1.335,0.248,5.393,6.94E-08,7.89E-07
YLL008W,654.828,1.336,0.279,4.791,1.66E-06,1.38E-05
YBR104W,373.240,1.338,0.253,5.279,1.30E-07,1.36E-06
YLL021W,268.210,1.343,0.312,4.308,1.65E-05,0.000108403
YJL148W,779.922,1.346,0.201,6.697,2.13E-11,4.70E-10
YLR196W,752.085,1.350,0.203,6.647,3.00E-11,6.42E-10
YPL239W,289.935,1.350,0.276,4.887,1.02E-06,9.03E-06
YOR154W,418.085,1.351,0.240,5.624,1.86E-08,2.45E-07
YDR339C,451.525,1.351,0.247,5.476,4.34E-08,5.32E-07
YDR465C,478.469,1.353,0.218,6.200,5.63E-10,9.75E-09
YPL179W,464.250,1.353,0.225,6.012,1.83E-09,2.87E-08
YER043C,3279.569,1.353,0.173,7.799,6.23E-15,2.23E-13
YER036C,3184.700,1.353,0.174,7.792,6.60E-15,2.33E-13
YMR244W,24.682,1.355,0.621,2.180,0.029250861,0.069599791
YBR155W,323.585,1.356,0.239,5.680,1.35E-08,1.82E-07
YDR289C,131.669,1.357,0.298,4.546,5.47E-06,4.03E-05
YMR094W,65.796,1.361,0.407,3.346,0.000821014,0.003349343
YAL025C,361.010,1.361,0.239,5.700,1.20E-08,1.63E-07
YLR197W,3046.150,1.363,0.219,6.237,4.45E-10,7.81E-09
YGL057C,178.056,1.364,0.271,5.028,4.95E-07,4.57E-06
YCR057C,976.610,1.365,0.223,6.127,8.97E-10,1.50E-08
YNL113W,252.986,1.365,0.252,5.427,5.72E-08,6.70E-07
YKR081C,520.554,1.366,0.207,6.593,4.30E-11,8.92E-10
YHR084W,123.601,1.366,0.305,4.473,7.70E-06,5.46E-05
YPL174C,281.659,1.367,0.242,5.651,1.60E-08,2.13E-07
YOR312C,5013.319,1.367,0.183,7.481,7.37E-14,2.17E-12
YLR038C,116.926,1.367,0.323,4.237,2.27E-05,0.000144091
YPL128C,198.474,1.372,0.267,5.141,2.73E-07,2.68E-06
YLR040C,47.236,1.376,0.458,3.006,0.002645497,0.009157361
YPL146C,463.106,1.380,0.291,4.742,2.12E-06,1.72E-05
YNR070W,233.956,1.381,0.268,5.154,2.55E-07,2.50E-06
YEL024W,247.243,1.381,0.285,4.843,1.28E-06,1.11E-05
YJR097W,83.948,1.386,0.380,3.649,0.000263292,0.001262596
YGL220W,80.467,1.387,0.386,3.596,0.000322591,0.001509683
YDR046C,1147.461,1.392,0.191,7.272,3.55E-13,9.67E-12
YML108W,78.962,1.393,0.398,3.501,0.000464167,0.002052145
YHR208W,1360.755,1.395,0.225,6.200,5.66E-10,9.77E-09
YDR101C,1144.319,1.396,0.201,6.936,4.03E-12,9.91E-11
YBR252W,283.045,1.397,0.267,5.236,1.64E-07,1.67E-06
YBR061C,439.347,1.401,0.219,6.411,1.45E-10,2.74E-09
YNL125C,472.477,1.402,0.231,6.068,1.30E-09,2.07E-08
YOR272W,943.587,1.402,0.193,7.257,3.95E-13,1.07E-11
YMR205C,2112.991,1.405,0.176,7.964,1.66E-15,6.42E-14
YEL044W,158.149,1.406,0.312,4.508,6.55E-06,4.72E-05
YOL080C,159.189,1.406,0.311,4.519,6.22E-06,4.53E-05
YKL009W,969.258,1.407,0.199,7.066,1.60E-12,4.06E-11
YLL024C,8772.027,1.410,0.171,8.234,1.81E-16,7.56E-15
YPR145W,2626.796,1.411,0.197,7.169,7.53E-13,1.98E-11
YHR066W,679.216,1.412,0.207,6.809,9.81E-12,2.26E-10
YDL033C,134.597,1.416,0.322,4.404,1.06E-05,7.32E-05
YOR350C,352.707,1.418,0.229,6.205,5.46E-10,9.48E-09
YBL004W,602.813,1.422,0.248,5.733,9.90E-09,1.37E-07
YBR267W,611.194,1.423,0.222,6.403,1.52E-10,2.86E-09
YGL001C,1018.313,1.424,0.189,7.545,4.52E-14,1.39E-12
YHR007C,3499.789,1.426,0.184,7.754,8.87E-15,3.07E-13
YBR247C,795.658,1.429,0.209,6.833,8.31E-12,1.95E-10
YMR202W,1858.516,1.432,0.214,6.703,2.04E-11,4.52E-10
YGR109C,258.962,1.438,0.278,5.166,2.39E-07,2.37E-06
YLR068W,71.824,1.441,0.495,2.911,0.003606419,0.011878684
YPR116W,50.323,1.442,0.465,3.101,0.001931935,0.006976005
YAL059W,190.627,1.447,0.315,4.595,4.33E-06,3.26E-05
YOL158C,1267.437,1.448,0.190,7.606,2.83E-14,8.94E-13
YPR143W,243.018,1.448,0.368,3.938,8.23E-05,0.000447616
YGR245C,653.939,1.449,0.231,6.270,3.61E-10,6.40E-09
YMR287C,239.994,1.452,0.251,5.788,7.13E-09,1.02E-07
YJL033W,590.264,1.453,0.228,6.377,1.81E-10,3.36E-09
YFL002C,504.199,1.453,0.219,6.621,3.57E-11,7.46E-10
YMR300C,904.654,1.455,0.224,6.485,8.89E-11,1.76E-09
YGL234W,2031.314,1.456,0.205,7.102,1.23E-12,3.16E-11
YDR380W,2021.361,1.462,0.262,5.577,2.45E-08,3.14E-07
YER060W,483.444,1.468,0.221,6.636,3.23E-11,6.86E-10
YOR128C,1163.494,1.468,0.250,5.875,4.22E-09,6.25E-08
YPL192C,42.977,1.469,0.468,3.143,0.001672302,0.006128396
YNL141W,931.268,1.470,0.196,7.509,5.97E-14,1.77E-12
YFR033C,184.629,1.470,0.374,3.933,8.38E-05,0.000454565
YGR145W,626.823,1.472,0.228,6.451,1.11E-10,2.14E-09
YJL171C,727.275,1.477,0.246,5.994,2.04E-09,3.17E-08
YMR058W,1083.088,1.484,0.256,5.807,6.35E-09,9.18E-08
YMR128W,542.634,1.490,0.279,5.340,9.28E-08,1.02E-06
YPL012W,1205.295,1.497,0.195,7.676,1.64E-14,5.37E-13
YDL063C,1041.924,1.499,0.204,7.348,2.01E-13,5.59E-12
YOR252W,149.852,1.502,0.333,4.505,6.64E-06,4.79E-05
YDR042C,49.672,1.502,0.444,3.380,0.000725015,0.003018859
YDR194C,627.563,1.504,0.231,6.521,6.99E-11,1.41E-09
YNL061W,1023.946,1.507,0.202,7.456,8.90E-14,2.60E-12
YER069W,824.088,1.508,0.229,6.573,4.93E-11,1.02E-09
YDL148C,482.568,1.509,0.243,6.217,5.07E-10,8.84E-09
YMR069W,21.581,1.510,0.642,2.351,0.018712473,0.047954018
YHR052W,1164.716,1.515,0.196,7.729,1.08E-14,3.66E-13
YOR310C,3386.978,1.517,0.206,7.355,1.91E-13,5.36E-12
YGR105W,121.204,1.521,0.364,4.180,2.92E-05,0.000181294
YNR043W,794.265,1.524,0.195,7.796,6.37E-15,2.26E-13
YGR142W,196.614,1.524,0.294,5.179,2.23E-07,2.22E-06
YLR153C,2171.705,1.527,0.196,7.782,7.17E-15,2.51E-13
YLR431C,174.250,1.533,0.288,5.327,9.99E-08,1.09E-06
YLR409C,1115.263,1.542,0.204,7.540,4.70E-14,1.44E-12
YOL140W,499.217,1.542,0.209,7.367,1.74E-13,4.91E-12
YLR246W,184.255,1.543,0.292,5.282,1.28E-07,1.34E-06
YDL031W,599.419,1.545,0.215,7.171,7.42E-13,1.97E-11
YDR502C,1205.466,1.545,0.184,8.419,3.81E-17,1.74E-15
YKR095W,294.969,1.546,0.319,4.840,1.30E-06,1.12E-05
YGL215W,453.716,1.549,0.236,6.572,4.98E-11,1.02E-09
YNR047W,181.375,1.552,0.281,5.523,3.34E-08,4.19E-07
YDR515W,108.536,1.555,0.332,4.680,2.87E-06,2.26E-05
YPL126W,1268.519,1.560,0.215,7.239,4.51E-13,1.21E-11
YMR305C,1565.475,1.562,0.182,8.564,1.09E-17,5.51E-16
YPL189W,77.083,1.562,0.401,3.896,9.76E-05,0.000519397
YLR249W,16877.829,1.576,0.181,8.697,3.41E-18,1.78E-16
YLR180W,1305.745,1.577,0.230,6.845,7.62E-12,1.82E-10
YPL088W,622.957,1.579,0.232,6.792,1.10E-11,2.52E-10
YLR460C,257.540,1.579,0.281,5.614,1.98E-08,2.58E-07
YEL014C,40.671,1.581,0.514,3.074,0.00211047,0.007524554
YFR001W,255.570,1.584,0.348,4.546,5.47E-06,4.03E-05
YML126C,3137.034,1.594,0.207,7.721,1.15E-14,3.88E-13
YKL109W,267.300,1.598,0.241,6.624,3.49E-11,7.36E-10
YIL070C,314.882,1.607,0.231,6.955,3.53E-12,8.73E-11
YGR175C,1868.055,1.613,0.184,8.781,1.62E-18,8.65E-17
YDR398W,1242.829,1.614,0.192,8.427,3.54E-17,1.63E-15
YPL226W,2714.819,1.620,0.183,8.861,7.96E-19,4.46E-17
YDL185W,3174.505,1.623,0.192,8.438,3.22E-17,1.51E-15
YDR399W,1056.268,1.625,0.196,8.300,1.04E-16,4.47E-15
YLR359W,1832.395,1.629,0.224,7.279,3.37E-13,9.26E-12
YLR438W,340.019,1.632,0.299,5.459,4.79E-08,5.73E-07
YML093W,399.490,1.633,0.244,6.681,2.37E-11,5.15E-10
YBR084W,1624.129,1.636,0.192,8.535,1.40E-17,6.91E-16
